timestamp,instrument,strike,type,sim_mkt_bid,sim_mkt_ask,sim_mkt_mid,sim_mkt_spread,your_bid,your_ask,your_mid,your_spread,edge_vs_mid,inside_spread_pct,would_buy,would_sell,competitive
1760013441994,BTC-MOCK-90000-C,90000,C,-0.24842016853675813,1.1315798570713524,0.4415798442672972,1.3800000256081106,0,0.9200000170720737,0.46000000853603684,0.9200000170720737,0.01842016426873966,66.66666666666666,0,0,1
1760013441994,BTC-MOCK-90000-P,90000,P,-0.5766404551720326,3.0533595703694107,1.2383595575986892,3.6300000255414435,0,2.420000017027629,1.2100000085138145,2.420000017027629,-0.028359549084874702,66.66666666666666,0,0,1
1760013441994,BTC-MOCK-95000-C,95000,C,-0.2407629328039062,1.1392370755712327,0.44923707138366326,1.380000008375139,0,0.920000005583426,0.460000002791713,0.920000005583426,0.010762931408049736,66.66666666666667,0,0,1
1760013441994,BTC-MOCK-95000-P,95000,P,-0.5828833595761447,3.297116648728623,1.3571166445762393,3.880000008304768,0,2.5866666722031786,1.2933333361015893,2.5866666722031786,-0.06378330847464997,66.66666666666666,0,0,1
1760013441994,BTC-MOCK-100000-C,100000,C,-0.2206435915834256,1.1593564113205552,0.46935640986856475,1.3800000029039807,0,0.9200000019359872,0.4600000009679936,0.9200000019359872,-0.009356408900571156,66.66666666666667,0,0,1
1760013441994,BTC-MOCK-100000-P,100000,P,-0.6870488015950271,3.442951201234879,1.3779511998199259,4.130000002829906,0,2.7533333352199376,1.3766666676099688,2.7533333352199376,-0.0012845322099570566,66.66666666666667,0,0,1
1760013441994,BTC-MOCK-105000-C,105000,C,-0.24408903552012146,1.1359109655412034,0.445910965010541,1.380000001061325,0,0.92000000070755,0.460000000353775,0.92000000070755,0.014089035343233969,66.66666666666666,0,0,1
1760013441994,BTC-MOCK-105000-P,105000,P,-0.8007307539852293,3.579269246998318,1.3892692465065444,4.380000000983547,0,2.920000000655698,1.460000000327849,2.920000000655698,0.07073075382130467,66.66666666666666,0,0,1
1760013441994,BTC-MOCK-110000-C,110000,C,-0.21195739240983702,1.1680426079969664,0.47804260779356467,1.3800000004068034,0,0.9200000002712023,0.46000000013560116,0.9200000002712023,-0.018042607657963505,66.66666666666667,0,0,1
1760013441994,BTC-MOCK-110000-P,110000,P,-0.7659127022677397,3.8640872980575813,1.5490872978949208,4.630000000325321,0,3.0866666668835476,1.5433333334417738,3.0866666668835476,-0.00575396445314702,66.66666666666667,0,0,1
1760013448226,BTC-MOCK-90000-C,90000,C,-0.2234575423412014,1.15654248326691,0.46654247046285435,1.3800000256081115,0,0.9200000170720743,0.4600000085360372,0.9200000170720743,-0.006542461926817178,66.66666666666666,0,0,1
1760013448226,BTC-MOCK-90000-P,90000,P,-0.5769746563231635,3.0530253692182816,1.238025356447559,3.630000025541445,0,2.42000001702763,1.210000008513815,2.42000001702763,-0.028025347933744005,66.66666666666666,0,0,1
