timestamp,instrument,strike,type,sim_mkt_bid,sim_mkt_ask,sim_mkt_mid,sim_mkt_spread,your_bid,your_ask,your_mid,your_spread,edge_vs_mid,inside_spread_pct,would_buy,would_sell,competitive
1760016231800,BTC-MOCK-90000-C,90000,C,-0.00023397805215260908,0.0012660472883837654,0.0005160346181155782,0.0015000253405363746,0,0.0010000168936909165,0.0005000084468454582,0.0010000168936909165,-0.00001602617127011998,66.66666666666667,0,0,1
1760016231800,BTC-MOCK-90000-P,90000,P,0.9799492282793926,0.9859492282793926,0.9829492282793926,0.006000000000000005,0.998000011285497,1.002000011285497,1.000000011285497,0.0040000000000000036,0.01705078300610441,0,1,0,0
1760016231800,BTC-MOCK-95000-C,95000,C,-0.0002252472573231267,0.0012747610292831585,0.0005247568859800159,0.0015000082866062853,0,0.0010000055244041902,0.0005000027622020951,0.0010000055244041902,-0.000024754123777920843,66.66666666666666,0,0,1
1760016231800,BTC-MOCK-95000-P,95000,P,1.126713986891751,1.1327139868917508,1.129713986891751,0.006000000000000005,1.109111114770579,1.113111114770579,1.111111114770579,0.0040000000000000036,-0.018602872121171954,0,0,1,0
1760016231800,BTC-MOCK-100000-C,100000,C,-0.0002633712966699151,0.0012366315763121351,0.00048663013982111,0.0015000028729820502,0,0.0010000019153213668,0.0005000009576606834,0.0010000019153213668,0.000013370817839573423,66.66666666666666,0,0,1
1760016231800,BTC-MOCK-100000-P,100000,P,1.204536031669381,1.2105360316693807,1.2075360316693808,0.006000000000000005,1.2202222234583007,1.2242222234583007,1.2222222234583007,0.0040000000000000036,0.014686191788919833,0,1,0,0
1760016231800,BTC-MOCK-105000-C,105000,C,-0.0002524218622418805,0.0012475791876588528,0.0004975786627084861,0.0015000010499007332,0,0.001000000699933822,0.000500000349966911,0.001000000699933822,0.0000024216872584249295,66.66666666666666,0,0,1
1760016231800,BTC-MOCK-105000-P,105000,P,1.39384016523299,1.3998401652329902,1.39684016523299,0.006000000000000005,1.3313333337513962,1.3353333337513962,1.3333333337513962,0.0040000000000000036,-0.06350683148159386,0,0,1,0
1760016231800,BTC-MOCK-110000-C,110000,C,-0.00025886362259088045,0.0012411367798022782,0.0004911365786056988,0.0015000004023931585,0,0.0010000002682621057,0.0005000001341310528,0.0010000002682621057,0.00000886355552535403,66.66666666666666,0,0,1
1760016231800,BTC-MOCK-110000-P,110000,P,1.4053827838272057,1.4113827838272055,1.4083827838272056,0.006000000000000005,1.4424444445702833,1.4464444445702833,1.4444444445702833,0.0040000000000000036,0.036061660743077706,0,1,0,0
1760016238400,BTC-MOCK-90000-C,90000,C,-0.00026472200107658885,0.0012353033394610347,0.00048529066919222294,0.0015000253405376236,0,0.0010000168936917491,0.0005000084468458746,0.0010000168936917491,0.000014717777653651626,66.66666666666667,0,0,1
